,area_type,availability,location,society,bath,balcony,price,Sqft_range_starts,Sqft_range_ends,Size,Flat_layout
2898,3,Ready To Move,Varthur,Maine J,2.0,2.0,36.0,977.0,977.0,2,0
2899,3,18-Dec,Gunjur Palya,Maine J,1.0,1.0,19.9,674.0,674.0,2,0
2900,2,18-Apr,Nagarbhavi,Maine J,3.0,1.0,83.0,600.0,600.0,3,1
2901,2,Ready To Move,Sarjapur,Puodsm ,4.0,1.0,115.0,2540.0,2540.0,4,1
2902,3,17-Dec,Jakkur,BrdgeNo,2.0,1.0,100.0,1290.0,1290.0,2,0
2903,2,Ready To Move,Kumaraswami Layout,BrdgeNo,3.0,1.0,98.0,600.0,600.0,3,1
2904,3,Ready To Move,Abbigere,SLtias ,2.0,1.0,32.54,795.0,795.0,2,0
2905,3,20-Dec,Kanakpura Road,PrarePa,1.0,1.0,35.0,700.0,700.0,2,0
2906,0,Ready To Move,Ambedkar Colony,RMcesa ,1.0,1.0,142.0,1463.0,1463.0,2,0
2907,0,Ready To Move,Vijayanagar,RMcesa ,3.0,0.0,140.0,1000.0,1000.0,3,1
2908,3,Ready To Move,Reliable Woods Layout,RMcesa ,2.0,2.0,58.0,1306.0,1306.0,3,0
2909,3,Ready To Move,4th T block Jayanagar,RMcesa ,3.0,2.0,185.0,2401.0,2401.0,3,0
2910,2,Ready To Move,Bommenahalli,Prana S,3.0,0.0,135.0,1670.0,1670.0,4,1
2911,0,Ready To Move,Jayanagar,Rathira,2.0,3.0,235.0,1875.0,1875.0,3,0
2912,2,Ready To Move,Marsur,AreraRe,3.0,1.0,90.0,1200.0,1200.0,3,1
2913,3,Ready To Move,Dodda Nekkundi,AreraRe,3.0,2.0,121.0,1804.0,1804.0,3,0
2914,3,Ready To Move,1st Phase JP Nagar,Prhtsok,4.0,1.0,210.0,2065.0,2065.0,3,0
2915,3,Ready To Move,Hoskote,Deiveer,3.0,1.0,40.0,1225.0,1225.0,3,0
2916,3,18-Nov,Thanisandra,Bhe 2ko,2.0,0.0,58.68,934.0,1437.0,2,0
2917,3,Ready To Move,Bellandur,Trows M,2.0,2.0,56.0,900.0,900.0,2,0
2918,3,19-Dec,Binny Pete,She 2rk,2.0,1.0,91.0,1350.0,1350.0,2,0
2919,3,Ready To Move,Kaggalipura,Baowsig,1.0,0.0,36.0,700.0,700.0,1,0
2920,3,18-Jun,Mysore Road,Gopia O,2.0,0.0,35.175,980.0,1030.0,2,0
2921,3,Ready To Move,Poorna Pragna Layout,Gopia O,2.0,1.0,46.39,1160.0,1160.0,2,0
2922,3,Ready To Move,Hennur Road,ChionCo,3.0,1.0,99.27,1680.0,1680.0,3,0
2923,1,Ready To Move,LB Shastri Nagar,CharkR ,2.0,2.0,55.0,1043.0,1043.0,2,0
2924,2,Ready To Move,Hoskote,CharkR ,4.0,1.0,120.0,1200.0,1200.0,4,1
2925,3,Ready To Move,Hebbal,Diaveic,2.0,2.0,46.0,1040.0,1040.0,2,0
2926,3,Ready To Move,Tindlu,Shmolti,2.0,2.0,65.0,1357.0,1357.0,3,0
2927,2,Ready To Move,Nayandanahalli,Shmolti,7.0,1.0,104.0,1600.0,1600.0,7,1
2928,3,18-Aug,Vibhutipura Extension,Shmolti,2.0,2.0,47.0,1225.0,1225.0,2,0
2929,2,Ready To Move,Sunkadakatte,Shmolti,6.0,1.0,80.0,1500.0,1500.0,9,1
2930,3,Ready To Move,Yelachenahalli,Shmolti,2.0,2.0,40.0,1130.0,1130.0,2,0
2931,0,Ready To Move,Basavangudi,Shmolti,4.0,1.0,150.0,2500.0,2500.0,4,1
2932,1,Ready To Move,Sultan Palaya,Shmolti,3.0,3.0,120.0,1700.0,1700.0,3,0
2933,3,Ready To Move,Doddathoguru,SKterAs,3.0,2.0,65.0,1549.0,1549.0,3,0
2934,3,Ready To Move,Yeshwanthpur,Goandn ,2.0,2.0,100.0,1400.0,1400.0,2,0
2935,3,Ready To Move,Dodda Nekkundi,MavarSa,2.0,2.0,50.0,1080.0,1080.0,2,0
2936,0,Ready To Move,Ulsoor,Rilor C,2.0,2.0,100.0,1180.0,1180.0,2,0
2937,2,Ready To Move,Chandra Layout,Rilor C,7.0,3.0,150.0,780.0,780.0,7,1
2938,3,Ready To Move,Domlur,Saiewas,3.0,2.0,150.0,1800.0,1800.0,3,0
2939,3,18-Aug,Haralur Road,SNnia E,2.0,1.0,67.38,1225.0,1225.0,2,0
2940,0,Ready To Move,Chandra Layout,SNnia E,1.0,1.0,75.0,890.0,890.0,1,0
2941,3,Ready To Move,Abbigere,SLtias ,2.0,1.0,39.59,1005.0,1005.0,2,0
2942,3,Ready To Move,Whitefield,BrlisCo,2.0,1.0,95.0,1320.0,1320.0,2,0
2943,0,Ready To Move,Anandapura,BrlisCo,2.0,1.0,50.0,1475.0,1475.0,4,0
2944,3,18-Dec,Kudlu Gate,Sanzaat,2.0,1.0,99.745,1564.0,1850.0,3,0
2945,3,Ready To Move,Hagadur,SSoraba,2.0,2.0,51.0,1110.0,1110.0,2,0
2946,2,18-Apr,Popular Colony,SSoraba,2.0,0.0,54.0,1300.0,1300.0,2,1
2947,2,Ready To Move,Vajarahalli,SSoraba,3.0,1.0,86.0,600.0,600.0,5,1
2948,3,18-Aug,Electronic City,Prarkun,2.0,1.0,65.35,1128.0,1128.0,2,0
2949,3,22-May,Jakkur,SoineC ,2.0,1.0,100.0,1452.19,1452.19,2,0
2950,2,Ready To Move,8th block Koramangala,SoineC ,3.0,2.0,290.0,2400.0,2400.0,3,1
2951,3,18-Jul,Banashankari,Rallse ,4.0,1.0,135.0,2600.0,2600.0,3,0
2952,3,Ready To Move,Sarakki Nagar,Sowerew,4.0,2.0,325.0,2500.0,2500.0,3,0
2953,0,Ready To Move,Sanjay nagar,Sowerew,1.0,1.0,35.0,630.0,630.0,2,0
2954,3,Ready To Move,Hosa Road,Sowerew,2.0,2.0,48.5,1243.0,1243.0,2,0
2955,0,Ready To Move,Soundarya Layout,Goe 3la,2.0,2.0,32.0,960.0,960.0,2,0
2956,3,Ready To Move,"Banashankari 6th Stage ,Subramanyapura",Goe 3la,3.0,2.0,100.0,1690.0,1690.0,3,0
2957,0,Ready To Move,Whitefield,JahanSa,2.0,1.0,35.0,735.0,735.0,2,0
2958,3,Ready To Move,Banaswadi,JahanSa,2.0,2.0,73.0,1365.0,1365.0,2,0
2959,3,Ready To Move,Rajaji Nagar,Pumesim,5.0,0.0,300.0,2849.0,2849.0,5,0
2960,3,Ready To Move,Hebbal,Mahosya,2.0,1.0,99.39,1420.0,1420.0,2,0
2961,3,Ready To Move,Somasundara Palya,Mahosya,3.0,3.0,68.0,1570.0,1570.0,3,0
2962,3,Ready To Move,Bisuvanahalli,Prityel,1.0,1.0,32.0,850.0,850.0,2,0
2963,3,Ready To Move,7th Phase JP Nagar,Eladero,2.0,2.0,110.0,1575.0,1575.0,3,0
2964,3,Ready To Move,Thigalarapalya,Prtanha,2.0,2.0,104.0,1418.0,1418.0,2,0
2965,3,Ready To Move,Uttarahalli,Prtanha,2.0,1.0,42.0,1050.0,1050.0,2,0
2966,3,Ready To Move,Hennur Road,GSideS ,2.0,1.0,42.6,1065.0,1065.0,2,0
2967,0,Ready To Move,Ulsoor,GSideS ,3.0,0.0,90.0,1340.0,1340.0,3,0
2968,3,Ready To Move,Yelahanka New Town,GSideS ,3.0,2.0,92.0,1610.0,1610.0,3,0
2969,0,18-Aug,Electronic City Phase II,Sryalan,2.0,1.0,33.5,1160.0,1160.0,2,0
2970,3,Ready To Move,Kudlu,Srrnasa,2.0,2.0,44.0,1092.0,1092.0,2,0
2971,3,Ready To Move,Parappana Agrahara,Peide L,2.0,2.0,47.0,1194.0,1194.0,2,0
2972,3,Ready To Move,Yelahanka,Apows M,3.0,1.0,61.5,1455.0,1455.0,3,0
2973,3,18-Jun,Abbigere,DSestma,1.0,0.0,19.82,734.0,734.0,1,0
2974,0,Ready To Move,Samethanahalli,SPontna,2.0,1.0,38.0,799.0,799.0,2,0
2975,0,Ready To Move,Whitefield,SPontna,3.0,1.0,75.0,1896.0,1896.0,3,0
2976,3,Ready To Move,Ardendale,Miwel M,2.0,1.0,48.0,1100.0,1100.0,2,0
2977,0,Ready To Move,Bellandur,Miwel M,2.0,1.0,79.0,1350.0,1350.0,2,0
2978,3,Ready To Move,Amarjyothi Colony,Miwel M,3.0,1.0,61.0,1355.0,1355.0,3,0
2979,3,18-Apr,Electronic City,Prarkun,2.0,1.0,65.0,1128.0,1128.0,2,0
2980,2,Ready To Move,Pattanagere,Prarkun,2.0,0.0,90.0,1350.0,1350.0,2,1
2981,3,Ready To Move,Cunningham Road,Lelia M,3.0,2.0,864.0,3875.0,3875.0,3,0
2982,3,Ready To Move,Kasavanhalli,Lelia M,3.0,2.0,82.0,1493.0,1493.0,3,0
2983,3,Ready To Move,8th Phase JP Nagar,MBodsen,2.0,1.0,43.91,1098.0,1098.0,2,0
2984,3,Ready To Move,Banashankari,MBodsen,2.0,1.0,170.0,1900.0,1900.0,3,0
2985,3,Ready To Move,Dollars Layout,Sancya ,3.0,2.0,88.0,1460.0,1460.0,3,0
2986,3,Ready To Move,Frazer Town,Sancya ,4.0,3.0,285.0,2350.0,2350.0,3,0
2987,2,Ready To Move,Horamavu Banaswadi,Sancya ,5.0,3.0,140.0,1600.0,1600.0,5,1
2988,3,Ready To Move,Varthur,Hirio L,2.0,1.0,32.0,1091.0,1091.0,2,0
2989,3,Ready To Move,Yelahanka,Inurave,2.0,3.0,42.0,1180.0,1180.0,2,0
2990,3,19-Dec,Kanakpura Road,PrityFa,3.0,1.0,76.85,1366.0,1366.0,2,0
2991,3,Ready To Move,RMV Extension,DSureSi,3.0,2.0,95.0,1685.0,1685.0,3,0
2992,0,Ready To Move,Koramangala,Gencysi,2.0,3.0,100.0,1260.0,1260.0,2,0
2993,2,Ready To Move,Whitefield,Chpana ,3.0,2.0,200.0,3010.0,3010.0,3,1
2994,2,Ready To Move,Ramamurthy Nagar,Chpana ,4.0,1.0,140.0,1330.0,1330.0,3,1
2995,2,Ready To Move,Mallasandra,Chpana ,2.0,0.0,130.0,1200.0,1200.0,2,1
2996,3,18-Apr,Whitefield,Prtates,2.0,1.0,96.17,1346.0,1346.0,2,0
2997,3,18-Aug,Chandapura,Dhowsyo,1.0,0.0,13.86,630.0,630.0,1,0
2998,3,19-May,Sarjapur  Road,Klark L,1.0,0.0,98.94,1446.0,1506.0,3,0
2999,3,Ready To Move,7th Phase JP Nagar,Brngsal,3.0,2.0,140.0,1850.0,1850.0,3,0
3000,2,Ready To Move,Frazer Town,Brngsal,2.0,0.0,423.0,2350.0,2350.0,5,1
3001,3,Ready To Move,Electronic City,GMown E,1.0,1.0,34.0,755.0,755.0,2,0
3002,2,Ready To Move,Basaveshwara Nagar Yelahanka,GMown E,5.0,2.0,98.0,800.0,800.0,5,1
3003,3,Ready To Move,Parappana Agrahara,Peide L,2.0,2.0,46.0,1194.0,1194.0,2,0
3004,3,18-Feb,Whitefield,BrlisCo,5.0,2.0,316.0,3850.0,3850.0,3,0
3005,3,18-Jul,Hebbal,Cehosy ,4.0,2.0,365.0,4235.0,4235.0,4,0
3006,2,18-Apr,Kurubarahalli,Cehosy ,1.0,0.0,52.0,800.0,800.0,1,1
3007,3,Ready To Move,Rachenahalli,Leino C,3.0,1.0,195.0,2250.0,2250.0,3,0
3008,3,Ready To Move,Vijayanagar,Rancy R,2.0,2.0,68.0,1352.0,1352.0,2,0
3009,3,Ready To Move,Thanisandra,Soitya ,3.0,2.0,112.0,2002.0,2002.0,3,0
3010,2,Ready To Move,Bileshivale,FeowsMe,5.0,1.0,280.0,4000.0,4000.0,4,1
3011,0,Ready To Move,Kaval Byrasandra,KuncyRe,2.0,2.0,45.0,1060.0,1060.0,2,0
3012,3,Ready To Move,Kanakpura Road,SoapeSu,2.0,1.0,59.0,1419.59,1419.59,3,0
3013,3,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2.0,2.0,51.15,1196.0,1196.0,2,0
3014,0,18-Dec,Electronic City,GrrvaGr,2.0,2.0,35.24,1220.0,1220.0,3,0
3015,3,18-Apr,Electronics City Phase 1,Shitt S,3.0,2.0,75.0,1595.0,1595.0,3,0
3016,3,Ready To Move,Banashankari,Goeesem,2.0,3.0,75.0,1260.0,1260.0,2,0
3017,3,Ready To Move,Hebbal,Goeesem,2.0,2.0,47.0,1100.0,1100.0,2,0
3018,3,Ready To Move,Frazer Town,Asneren,2.0,2.0,140.0,1550.0,1550.0,2,0
3019,3,Ready To Move,ISRO Layout,Asneren,2.0,3.0,52.0,1180.0,1180.0,2,0
3020,2,18-Dec,Electronic City,Janaala,5.0,1.0,150.0,4000.0,4000.0,4,1
3021,0,Ready To Move,Akshaya Nagar,DLhtsnd,3.0,2.0,85.0,1662.0,1662.0,3,0
3022,3,Ready To Move,Hennur,DLhtsnd,2.0,1.0,60.0,1285.0,1285.0,2,0
3023,2,Ready To Move,Akshaya Nagar,DLhtsnd,4.0,1.0,75.0,1080.0,1080.0,4,1
3024,3,Ready To Move,Ambedkar Nagar,SoechHa,3.0,2.0,119.0,1862.0,1862.0,3,0
3025,3,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,2.0,2.0,48.0,1419.0,1419.0,2,0
3026,0,14-Nov,Whitefield,GrrvaGr,3.0,2.0,43.71,1410.0,1410.0,3,0
3027,3,Ready To Move,Raja Rajeshwari Nagar,PrrvaPl,2.0,2.0,62.4,1560.0,1560.0,3,0
3028,2,Ready To Move,Chikkabettahalli,PrrvaPl,4.0,3.0,150.0,1100.0,1100.0,5,1
3029,3,19-Nov,Thanisandra,Bhe 2ko,3.0,3.0,78.0,1634.0,1634.0,3,0
3030,2,Ready To Move,Ambedkar Nagar,Thessrm,5.0,3.0,627.0,5530.0,5530.0,5,1
3031,0,Ready To Move,Whitefield,Thessrm,2.0,3.0,44.0,1150.0,1150.0,3,0
3032,3,18-May,Ashirvad Colony,Thessrm,2.0,3.0,53.0,1100.0,1100.0,2,0
3033,3,19-Mar,Yelahanka,Thessrm,3.0,1.0,65.0,1616.0,1616.0,3,0
3034,3,17-Dec,Nagavarapalya,PuonsSe,2.0,1.0,99.0,1392.0,1392.0,2,0
3035,3,19-Dec,Jakkur,Ceezey ,3.0,1.0,120.0,1798.0,1798.0,3,0
3036,3,Ready To Move,Babusapalaya,Veisear,3.0,3.0,75.0,1675.0,1675.0,3,0
3037,2,Ready To Move,Bhuvaneswari Nagar,Veisear,2.0,1.0,70.0,792.0,792.0,2,1
3038,3,Ready To Move,Varanasi,Veisear,4.0,1.0,103.0,2000.0,2000.0,5,0
3039,0,Ready To Move,Hongasandra,Veisear,7.0,3.0,89.0,600.0,600.0,7,1
3040,3,19-Jun,Hebbal,Raard B,3.0,2.0,124.0,1700.0,1700.0,3,0
3041,3,Ready To Move,Hulimavu,Vandak ,2.0,1.0,69.0,1248.0,1248.0,2,0
3042,0,Ready To Move,Kalkere,Sanetra,2.0,1.0,54.0,1147.0,1147.0,2,0
3043,3,Ready To Move,Sultan Palaya,HintsAp,2.0,2.0,40.0,1100.0,1100.0,2,0
3044,3,Ready To Move,Vijayanagar,Rancy R,3.0,2.0,115.0,1527.0,1527.0,3,0
3045,2,Ready To Move,Shantiniketan Layout,Rancy R,5.0,2.0,235.0,2400.0,2400.0,5,1
3046,3,21-Dec,Kanakpura Road,PrarePa,1.0,1.0,25.0,525.0,525.0,1,0
3047,3,Ready To Move,Kaggadasapura,RohtsHe,2.0,3.0,58.0,1100.0,1100.0,2,0
3048,3,17-Dec,Seegehalli,RohtsHe,2.0,2.0,37.5,1118.0,1118.0,2,0
3049,3,20-Dec,Kanakapura,RohtsHe,3.0,1.0,75.0,1476.0,1476.0,3,0
3050,0,Ready To Move,Gopal Reddy Layout,Krestee,3.0,1.0,75.0,2100.0,2100.0,3,0
3051,3,18-Apr,Roopena Agrahara,Krestee,2.0,2.0,46.5,1215.0,1215.0,3,0
3052,3,Ready To Move,Ambalipura,Dimes E,2.0,1.0,79.0,1332.0,1332.0,2,0
3053,3,Ready To Move,Hennur Road,Dimes E,2.0,3.0,49.0,1350.0,1350.0,2,0
3054,2,Ready To Move,Kothannur,Dimes E,4.0,1.0,81.0,600.0,600.0,4,1
3055,3,Ready To Move,Haralur Road,RInceeg,2.0,2.0,46.0,1243.0,1243.0,2,0
3056,3,Ready To Move,NGR Layout,RInceeg,2.0,2.0,49.73,1105.0,1105.0,2,0
3057,2,Ready To Move,Padmanabhanagar,RInceeg,2.0,1.0,200.0,1500.0,1500.0,3,1
3058,3,Ready To Move,Kasavanhalli,TRensre,2.0,2.0,50.0,1200.0,1200.0,2,0
3059,3,18-Jun,Ramagondanahalli,ViistLa,2.0,1.0,47.4,1251.0,1251.0,2,0
3060,3,Ready To Move,Kambipura,Prrtht ,2.0,1.0,45.0,883.0,883.0,2,0
3061,3,Ready To Move,Pai Layout,Tencyes,2.0,3.0,67.0,1400.0,1400.0,3,0
3062,3,Ready To Move,Rajaji Nagar,Brway G,3.0,3.0,260.0,1800.0,1800.0,3,0
3063,3,Ready To Move,Hegde Nagar,Soiniy ,3.0,2.0,113.0,1703.0,1703.0,3,0
3064,3,Ready To Move,NRI Layout,Soiniy ,5.0,3.0,130.0,2500.0,2500.0,5,0
3065,3,Ready To Move,Varthur,Soiniy ,3.0,3.0,71.0,1250.0,1250.0,3,0
3066,3,Ready To Move,Jigani,DLhtsen,2.0,2.0,43.0,933.0,933.0,2,0
3067,2,Ready To Move,sankeswari,DLhtsen,1.0,1.0,31.7,461.82,461.82,1,1
3068,3,Ready To Move,Brookefield,Mapleer,2.0,1.0,75.0,1262.0,1262.0,2,0
3069,3,Ready To Move,Yelahanka,Rarthne,2.0,2.0,48.0,915.0,915.0,2,0
3070,3,Ready To Move,Panathur,Saite G,2.0,2.0,61.5,1370.0,1370.0,3,0
3071,3,Ready To Move,Malleshpalya,Shise P,2.0,3.0,55.0,1210.0,1210.0,2,0
3072,3,Ready To Move,Kodihalli,Soianal,4.0,2.0,260.0,2392.0,2392.0,3,0
3073,2,18-Feb,T c palya,Soianal,2.0,0.0,85.0,1500.0,1500.0,3,1
3074,3,Ready To Move,Govindraja Nagar,Soianal,2.0,3.0,50.0,1065.0,1065.0,2,0
3075,3,Ready To Move,Rajaji Nagar,Soianal,4.0,2.0,570.0,3100.0,3100.0,4,0
3076,3,Ready To Move,Ramamurthy Nagar,Soianal,3.0,3.0,65.0,1515.0,1515.0,3,0
3077,2,19-Dec,Sarjapura - Attibele Road,Soianal,4.0,3.0,110.0,1800.0,1800.0,4,1
3078,3,Ready To Move,Thanisandra,MNlam G,2.0,3.0,40.31,1445.0,1445.0,3,0
3079,3,Ready To Move,Uttarahalli,Evood S,2.0,1.0,55.0,1300.0,1300.0,3,0
3080,0,Ready To Move,Vijayanagar,Evood S,2.0,0.0,60.0,989.0,989.0,2,0
3081,3,Ready To Move,Jakkur,HRaniIb,2.0,1.0,85.0,1300.0,1300.0,2,0
3082,3,18-Jul,Chandapura,SunceEs,2.0,2.0,30.22,1185.0,1185.0,3,0
3083,2,Ready To Move,Battarahalli,SunceEs,3.0,1.0,110.0,1350.0,1350.0,5,1
3084,3,Ready To Move,Marathahalli,SunceEs,2.0,3.0,60.0,1045.0,1045.0,2,0
3085,3,18-Feb,Virat Nagar,SunceEs,2.0,2.0,42.18,1205.0,1205.0,2,0
3086,3,Ready To Move,Chennammanakere Achukattu,SunceEs,2.0,1.0,75.0,1260.0,1260.0,2,0
3087,2,Ready To Move,Devanahalli Road,SunceEs,5.0,2.0,199.0,1320.0,1320.0,5,1
3088,3,Ready To Move,Ulsoor,SunceEs,2.0,2.0,125.0,1500.0,1500.0,3,0
3089,3,18-May,Bommanahalli,SunceEs,2.0,2.0,42.5,1250.0,1250.0,3,0
3090,0,18-Jul,"Maragondana Halli, kr puram, old madras road",SunceEs,2.0,2.0,50.0,1199.0,1199.0,2,0
3091,3,Ready To Move,Hennur Road,Maity W,2.0,1.0,83.09,1385.0,1385.0,2,0
3092,2,Ready To Move,Dhanalakshmi Layout,Maity W,5.0,3.0,250.0,1222.0,1222.0,6,1
3093,3,Ready To Move,Lakshminarayana Pura,RothaVa,2.0,1.0,75.0,1149.0,1149.0,2,0
3094,3,Ready To Move,Sarjapur  Road,Adeatlm,3.0,2.0,170.0,2180.0,2180.0,3,0
3095,2,Ready To Move,TC Palaya,Adeatlm,7.0,1.0,110.0,1200.0,1200.0,8,1
3096,3,Ready To Move,Jp nagar 8th Phase .,Adeatlm,12.0,1.0,525.0,12000.0,12000.0,10,0
3097,2,Ready To Move,Thurahalli,Jalot C,5.0,0.0,195.0,1200.0,1200.0,5,1
3098,3,Ready To Move,Hulimavu,NiarkHy,3.0,1.0,135.0,1818.0,1818.0,3,0
3099,3,Ready To Move,Volagerekallahalli,NiarkHy,2.0,2.0,33.0,1070.0,1070.0,2,0
3100,3,Ready To Move,Rajaji Nagar,Brway G,3.0,2.0,241.0,1640.0,1640.0,3,0
3101,0,Ready To Move,Nagarbhavi,DSesthr,2.0,2.0,54.6,1350.0,1350.0,3,0
3102,0,Ready To Move,Chandapura,DSesthr,1.0,1.0,27.0,630.0,630.0,2,0
3103,3,22-Jun,Hoodi,GoAirej,2.0,2.0,113.0,1430.0,1430.0,2,0
3104,3,Ready To Move,Nagavara,GoAirej,4.0,3.0,180.0,2430.0,2430.0,3,0
3105,2,Ready To Move,Nobo Nagar,GoAirej,7.0,3.0,220.0,1500.0,1500.0,6,1
3106,3,Ready To Move,Sarjapur  Road,Clell D,2.0,3.0,55.0,1084.0,1084.0,2,0
3107,3,Ready To Move,Hennur Road,Koagati,2.0,1.0,56.0,1186.0,1186.0,3,0
3108,0,Ready To Move,Kengeri,Vaens G,2.0,2.0,50.0,1255.0,1255.0,2,0
3109,3,Ready To Move,Haralur Road,SoronSa,5.0,3.0,240.0,3400.0,3400.0,4,0
3110,3,18-Dec,Hosa Road,Mahesr ,3.0,1.0,69.84,1541.0,1541.0,3,0
3111,3,Ready To Move,Iblur Village,Emine P,5.0,1.0,282.0,3596.0,3596.0,4,0
3112,3,Ready To Move,Raja Rajeshwari Nagar,NaonySy,2.0,2.0,70.0,1295.0,1295.0,2,0
3113,2,Ready To Move,Kasavanhalli,NaonySy,4.0,3.0,110.0,1000.0,1000.0,3,1
3114,0,Ready To Move,Sanjeevini Nagar,Betatsi,3.0,3.0,285.0,2820.0,2820.0,3,0
3115,3,Ready To Move,7th Phase JP Nagar,SrncyRe,2.0,2.0,54.79,1370.0,1370.0,3,0
3116,3,Ready To Move,Electronic City,DSgmax ,2.0,1.0,40.0,1100.0,1100.0,2,0
3117,3,18-Apr,Hebbal,Emceske,6.0,2.0,510.0,4772.0,4772.0,4,0
3118,3,Ready To Move,Rajaji Nagar,Brway G,2.0,1.0,170.0,1370.0,1370.0,2,0
3119,3,Ready To Move,7th Phase JP Nagar,Brway G,2.0,1.0,54.79,1370.0,1370.0,3,0
3120,3,Ready To Move,JP Nagar,DSillto,2.0,2.0,62.0,1200.0,1200.0,2,0
3121,2,Ready To Move,Gunjur,DSillto,3.0,0.0,95.0,2000.0,2000.0,4,1
3122,0,Ready To Move,9th Phase JP Nagar,ImiteEl,4.0,0.0,300.0,3500.0,3500.0,4,0
3123,2,Ready To Move,2nd Stage Nagarbhavi,ImiteEl,4.0,3.0,240.0,1200.0,1200.0,5,1
3124,2,Ready To Move,Kengeri,ImiteEl,5.0,2.0,253.0,2400.0,2400.0,4,1
3125,3,Ready To Move,Sarjapur  Road,ImiteEl,3.0,2.0,62.0,1220.0,1220.0,3,0
3126,0,Ready To Move,Kanakapura Road,ImiteEl,3.0,2.0,130.0,1950.0,1950.0,3,1
3127,3,Ready To Move,Somasundara Palya,ManceEl,2.0,3.0,73.0,1178.0,1178.0,2,0
3128,3,Ready To Move,Dasanapura,Tavenew,3.0,2.0,61.44,1286.0,1286.0,3,0
3129,3,Ready To Move,Begur Road,Dhalsh ,2.0,2.0,42.0,1160.0,1160.0,2,0
3130,3,Ready To Move,Jigani,DLhtsan,2.0,2.0,55.0,918.0,918.0,2,0
3131,3,21-Dec,Electronic City,KonteiT,3.0,2.0,91.84,1563.0,1563.0,3,0
3132,3,18-Nov,Govindpura,KonteiT,2.0,1.0,62.17,1326.0,1326.0,2,0
3133,3,Ready To Move,3rd Block Jayanagar,KonteiT,2.0,2.0,140.0,1350.0,1350.0,3,0
3134,3,17-Dec,Hebbal,Cehosy ,5.0,3.0,386.0,3960.0,3960.0,4,0
3135,3,Ready To Move,Begur Road,Cehosy ,2.0,2.0,39.06,1240.0,1240.0,2,0
3136,3,Ready To Move,Kaggadasapura,JaaldEm,2.0,2.0,50.0,1325.0,1325.0,2,0
3137,3,Ready To Move,Sonnenahalli,Whosone,2.0,1.0,44.0,1100.0,1100.0,2,0
3138,3,Ready To Move,Cunningham Road,Lelia M,3.0,2.0,800.0,3875.0,3875.0,3,0
3139,3,Ready To Move,Gollarapalya Hosahalli,Mauner ,3.0,2.0,50.0,1605.0,1605.0,3,0
3140,3,Ready To Move,Hennur Road,Mauner ,5.0,3.0,515.0,5600.0,5600.0,5,0
3141,3,Ready To Move,Somasundara Palya,Srhts P,2.0,1.0,60.0,1260.0,1260.0,2,0
3142,3,19-Dec,Hoodi,Caycend,3.0,2.0,83.09,1553.0,1553.0,3,0
3143,3,Ready To Move,Whitefield,BMttaor,2.0,2.0,52.0,1280.0,1280.0,2,0
3144,3,Ready To Move,Hebbal,Arade A,2.0,2.0,75.0,1550.0,1550.0,3,0
3145,3,Ready To Move,Arekere,Arade A,2.0,2.0,125.0,1445.0,1445.0,3,0
3146,3,Ready To Move,Murugeshpalya,PintsAp,3.0,2.0,74.0,1550.0,1550.0,3,0
3147,3,Ready To Move,Electronics City Phase 1,SNdri N,2.0,1.0,80.91,1515.0,1515.0,3,0
3148,3,19-Mar,Hosa Road,Skume R,2.0,1.0,86.12,1332.0,1332.0,3,0
3149,3,Ready To Move,Electronic City,Briumri,3.0,2.0,70.0,1652.0,1652.0,3,0
3150,3,Ready To Move,Hegde Nagar,Sonosty,3.0,1.0,105.0,1570.0,1570.0,3,0
3151,2,Ready To Move,Sarjapur  Road,Adeatlm,4.0,3.0,725.0,5400.0,5400.0,4,1
3152,3,Ready To Move,Sector 2 HSR Layout,DShtsow,1.0,1.0,60.0,794.0,794.0,1,0
3153,2,Ready To Move,Seegehalli,DShtsow,2.0,0.0,62.0,1200.0,1200.0,3,1
3154,0,Ready To Move,7th Phase JP Nagar,RBRWAyo,3.0,2.0,410.0,3600.0,3600.0,4,1
3155,2,Ready To Move,Hosakerehalli,RBRWAyo,3.0,2.0,175.0,1200.0,1200.0,3,1
3156,3,Ready To Move,JP Nagar,RBRWAyo,3.0,1.0,220.0,1650.0,1650.0,4,0
3157,2,Ready To Move,Chandra Layout,RBRWAyo,2.0,1.0,85.0,600.0,600.0,4,1
3158,3,Ready To Move,HRBR Layout,VDenaWa,3.0,2.0,250.0,2800.0,2800.0,3,0
3159,3,Ready To Move,Sarjapur  Road,SocusHi,3.0,2.0,110.0,1750.0,1750.0,3,0
3160,0,Ready To Move,Hebbal,SocusHi,2.0,1.0,48.0,1053.0,1053.0,2,0
3161,3,21-Dec,Kanakpura Road,PrarePa,3.0,2.0,53.0,1100.0,1100.0,3,0
3162,3,Ready To Move,Kadubeesanahalli,Srhan P,3.0,3.0,70.0,1665.0,1665.0,3,0
3163,2,Ready To Move,Outer Ring Road East,PrstaTe,4.0,3.0,345.0,4051.0,4051.0,4,1
3164,2,Ready To Move,Malleshwaram,PrstaTe,5.0,1.0,1500.0,5500.0,5500.0,4,1
3165,0,Ready To Move,Bommasandra,KBaleoy,3.0,2.0,80.0,1447.0,1447.0,3,0
